rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8,x_pos,y_pos,,,,,,,,,
-69,-64,-68,-69,-43,-60,-61,-59,3.5,3.5,,,,,,,,,
-72,-70,-56,-63,-45,-63,-66,-68,3.5,3.5,,,,,,,,,
-66,-68,-65,-62,-45,-63,-61,-59,3.5,3.5,,,,,,,,,
-68,-66,-59,-64,-45,-68,-73,-64,3.5,3.5,,,,,,,,,
-66,-71,-60,-60,-48,-65,-65,-65,3.5,3.5,,,,,,,,,
-66,-75,-59,-60,-46,-61,-73,-65,3.5,3.5,,,,,,,,,
-67,-66,-65,-62,-44,-59,-61,-60,3.5,3.5,,,,,,,,,
-65,-63,-59,-76,-43,-65,-61,-60,3.5,3.5,,,,,,,,,
-65,-75,-59,-73,-43,-65,-61,-60,3.5,3.5,,,,,,,,,
-65,-62,-59,-74,-42,-65,-74,-60,3.5,3.5,,,,,,,,,
-67,-76,-66,-62,-44,-61,-71,-68,3.5,3.5,,,,,,,,,
-64,-63,-59,-74,-43,-64,-74,-59,3.5,3.5,,,,,,,,,
-68,-65,-66,-62,-46,-61,-72,-68,3.5,3.5,,,,,,,,,
-68,-65,-65,-62,-46,-61,-74,-68,3.5,3.5,,,,,,,,,
-64,-63,-65,-62,-44,-60,-61,-60,3.5,3.5,,,,,,,,,
-65,-63,-59,-73,-43,-65,-75,-65,3.5,3.5,,,,,,,,,
-69,-64,-66,-63,-44,-60,-70,-69,3.5,3.5,,,,,,,,,
-69,-66,-64,-62,-46,-61,-68,-69,3.5,3.5,,,,,,,,,
-65,-65,-66,-61,-46,-61,-71,-67,3.5,3.5,,,,,,,,,
-65,-63,-58,-73,-44,-61,-60,-60,3.5,3.5,,,,,,,,,
-64,-73,-66,-68,-44,-63,-60,-59,3.5,3.5,,,,,,,,,
-63,-64,-66,-76,-45,-61,-60,-71,3.5,3.5,,,,,,,,,
-65,-73,-63,-71,-45,-61,-60,-68,3.5,3.5,,,,,,,,,
-64,-72,-59,-61,-43,-66,-60,-60,3.5,3.5,,,,,,,,,
-69,-64,-66,-61,-46,-66,-60,-60,3.5,3.5,,,,,,,,,
-64,-66,-66,-61,-48,-66,-77,-70,3.5,3.5,,,,,,,,,
-70,-64,-66,-69,-45,-61,-67,-58,3.5,3.5,,,,,,,,,
-63,-72,-68,-70,-45,-61,-61,-65,3.5,3.5,,,,,,,,,
-70,-65,-65,-62,-44,-64,-62,-66,3.5,3.5,,,,,,,,,
-70,-66,-66,-61,-45,-65,-79,-66,3.5,3.5,,,,,,,,,
-67,-68,-67,-60,-45,-62,-67,-67,3.5,3.5,,,,,,,,,
-64,-64,-68,-60,-46,-63,-65,-65,3.5,3.5,,,,,,,,,
-69,-64,-64,-62,-41,-62,-62,-70,3.5,3.5,,,,,,,,,
-65,-72,-65,-62,-43,-63,-73,-58,3.5,3.5,,,,,,,,,
-68,-72,-68,-56,-45,-61,-65,-66,3.5,3.5,,,,,,,,,
-70,-65,-57,-78,-44,-60,-60,-71,3.5,3.5,,,,,,,,,
-63,-63,-58,-70,-45,-60,-63,-61,3.5,3.5,,,,,,,,,
-62,-65,-69,-78,-45,-60,-75,-63,3.5,3.5,,,,,,,,,
-65,-75,-65,-60,-47,-64,-66,-64,3.5,3.5,,,,,,,,,
-66,-65,-64,-68,-46,-60,-62,-77,3.5,3.5,,,,,,,,,
-66,-67,-64,-57,-42,-65,-61,-65,3.5,3.5,,,,,,,,,
-64,-62,-73,-75,-47,-71,-67,-65,3.5,3.5,,,,,,,,,
-62,-69,-68,-55,-46,-58,-61,-63,3.5,3.5,,,,,,,,,
-75,-62,-66,-57,-45,-63,-59,-58,3.5,3.5,,,,,,,,,
-64,-63,-69,-66,-49,-61,-61,-66,3.5,3.5,,,,,,,,,
-65,-64,-64,-56,-44,-56,-60,-61,3.5,3.5,,,,,,,,,
-74,-68,-69,-62,-42,-55,-71,-61,3.5,3.5,,,,,,,,,
-74,-71,-59,-69,-42,-56,-70,-60,3.5,3.5,,,,,,,,,
-74,-69,-66,-57,-45,-63,-62,-67,3.5,3.5,,,,,,,,,
-66,-64,-71,-56,-42,-64,-64,-69,3.5,3.5,,,,,,,,,
-68,-63,-69,-66,-47,-58,-61,-58,3.5,3.5,,,,,,,,,
-80,-70,-58,-61,-43,-76,-61,-66,3.5,3.5,,,,,,,,,
-64,-65,-84,-73,-48,-59,-62,-57,3.5,3.5,,,,,,,,,
-84,-68,-63,-60,-44,-60,-60,-66,3.5,3.5,,,,,,,,,
-62,-63,-65,-60,-44,-60,-86,-66,3.5,3.5,,,,,,,,,
-64,-69,-76,-62,-48,-56,-89,-57,3.5,3.5,,,,,,,,,
-77,-68,-57,-73,-48,-61,-60,-58,3.5,3.5,,,,,,,,,
-69,-62,-65,-59,-45,-55,-61,-67,3.5,3.5,,,,,,,,,
-64,-63,-63,-54,-42,-56,-63,-70,3.5,3.5,,,,,,,,,
-71,-69,-57,-79,-49,-56,-74,-58,3.5,3.5,,,,,,,,,
-71,-65,-72,-57,-44,-63,-62,-65,3.5,3.5,,,,,,,,,
-64,-61,-59,-79,-43,-64,-61,-58,3.5,3.5,,,,,,,,,
-62,-64,-78,-59,-44,-65,-61,-66,3.5,3.5,,,,,,,,,
-62,-62,-67,-57,-48,-61,-63,-66,3.5,3.5,,,,,,,,,
-70,-64,-60,-71,-41,-62,-66,-59,3.5,3.5,,,,,,,,,
-73,-63,-75,-58,-44,-61,-68,-59,3.5,3.5,,,,,,,,,
-73,-64,-73,-60,-44,-65,-59,-68,3.5,3.5,,,,,,,,,
-64,-62,-67,-57,-48,-59,-62,-68,3.5,3.5,,,,,,,,,
-74,-62,-67,-57,-48,-59,-68,-59,3.5,3.5,,,,,,,,,
-68,-65,-78,-68,-38,-60,-58,-66,3.5,3.5,,,,,,,,,
-68,-63,-77,-59,-44,-75,-58,-67,3.5,3.5,,,,,,,,,
-71,-63,-67,-57,-47,-68,-62,-69,3.5,3.5,,,,,,,,,
-62,-65,-71,-56,-47,-61,-62,-68,3.5,3.5,,,,,,,,,
-66,-63,-68,-57,-47,-58,-62,-70,3.5,3.5,,,,,,,,,
-72,-63,-68,-58,-48,-58,-62,-59,3.5,3.5,,,,,,,,,
-62,-64,-74,-66,-45,-57,-69,-68,3.5,3.5,,,,,,,,,
-68,-62,-77,-65,-43,-60,-71,-68,3.5,3.5,,,,,,,,,
-69,-65,-76,-60,-44,-61,-60,-72,3.5,3.5,,,,,,,,,
-69,-64,-58,-59,-48,-58,-62,-58,3.5,3.5,,,,,,,,,
-62,-61,-79,-60,-44,-57,-69,-66,3.5,3.5,,,,,,,,,
-69,-65,-68,-55,-43,-65,-61,-72,3.5,3.5,,,,,,,,,
-69,-67,-58,-64,-51,-63,-67,-66,3.5,3.5,,,,,,,,,
-65,-65,-73,-57,-44,-65,-60,-71,3.5,3.5,,,,,,,,,
-71,-64,-68,-57,-49,-64,-62,-59,3.5,3.5,,,,,,,,,
-76,-64,-57,-60,-44,-55,-71,-71,3.5,3.5,,,,,,,,,
-73,-64,-72,-64,-50,-57,-61,-66,3.5,3.5,,,,,,,,,
-63,-62,-58,-58,-43,-56,-62,-70,3.5,3.5,,,,,,,,,
-67,-72,-69,-65,-48,-55,-60,-65,3.5,3.5,,,,,,,,,
-68,-63,-59,-57,-44,-60,-62,-71,3.5,3.5,,,,,,,,,
-69,-61,-69,-63,-48,-55,-71,-67,3.5,3.5,,,,,,,,,
-69,-65,-68,-58,-44,-55,-60,-66,3.5,3.5,,,,,,,,,
-69,-61,-58,-57,-43,-60,-63,-60,3.5,3.5,,,,,,,,,
-73,-68,-67,-67,-44,-56,-62,-74,3.5,3.5,,,,,,,,,
-65,-60,-74,-58,-43,-64,-74,-59,3.5,3.5,,,,,,,,,
-68,-67,-74,-76,-46,-60,-62,-67,3.5,3.5,,,,,,,,,
-65,-62,-65,-63,-47,-58,-62,-68,3.5,3.5,,,,,,,,,
-65,-58,-58,-60,-45,-67,-64,-58,3.5,3.5,,,,,,,,,
-65,-62,-58,-61,-44,-66,-67,-57,3.5,3.5,,,,,,,,,
-80,-61,-63,-67,-46,-57,-62,-72,3.5,3.5,,,,,,,,,
-81,-62,-65,-64,-46,-58,-61,-73,3.5,3.5,,,,,,,,,
-65,-58,-73,-66,-48,-60,-62,-68,3.5,3.5,,,,,,,,,
-70,-69,-58,-63,-46,-58,-61,-73,3.5,3.5,,,,,,,,,
-65,-59,-75,-59,-45,-60,-62,-67,3.5,3.5,,,,,,,,,
-56,-64,-63,-57,-48,-56,-62,-65,3.5,3,,,,,,,,,
-63,-64,-63,-64,-46,-63,-75,-58,3.5,3,,,,,,,,,
-62,-64,-63,-58,-46,-56,-73,-65,3.5,3,,,,,,,,,
-55,-64,-62,-58,-46,-56,-72,-57,3.5,3,,,,,,,,,
-56,-64,-76,-58,-45,-65,-75,-58,3.5,3,,,,,,,,,
-63,-64,-74,-59,-55,-64,-60,-70,3.5,3,,,,,,,,,
-65,-63,-62,-64,-46,-56,-74,-64,3.5,3,,,,,,,,,
-55,-64,-77,-58,-53,-64,-60,-71,3.5,3,,,,,,,,,
-65,-64,-62,-66,-46,-56,-74,-64,3.5,3,,,,,,,,,
-56,-64,-76,-58,-54,-64,-60,-71,3.5,3,,,,,,,,,
-63,-64,-62,-58,-51,-64,-62,-71,3.5,3,,,,,,,,,
-64,-63,-86,-64,-49,-56,-60,-57,3.5,3,,,,,,,,,
-64,-64,-63,-59,-51,-57,-62,-72,3.5,3,,,,,,,,,
-62,-63,-62,-59,-46,-57,-73,-64,3.5,3,,,,,,,,,
-56,-64,-78,-58,-51,-64,-62,-72,3.5,3,,,,,,,,,
-64,-62,-63,-58,-46,-56,-75,-64,3.5,3,,,,,,,,,
-55,-64,-77,-66,-51,-63,-62,-71,3.5,3,,,,,,,,,
-65,-64,-62,-58,-51,-57,-63,-70,3.5,3,,,,,,,,,
-56,-64,-76,-64,-52,-56,-62,-69,3.5,3,,,,,,,,,
-63,-64,-61,-57,-46,-57,-67,-66,3.5,3,,,,,,,,,
-62,-65,-77,-64,-49,-55,-69,-66,3.5,3,,,,,,,,,
-57,-63,-71,-63,-51,-62,-63,-62,3.5,3,,,,,,,,,
-64,-62,-63,-56,-46,-57,-62,-74,3.5,3,,,,,,,,,
-56,-63,-79,-56,-54,-56,-65,-71,3.5,3,,,,,,,,,
-62,-63,-77,-64,-51,-64,-60,-57,3.5,3,,,,,,,,,
-63,-65,-63,-56,-54,-57,-65,-77,3.5,3,,,,,,,,,
-57,-67,-75,-57,-51,-56,-74,-79,3.5,3,,,,,,,,,
-64,-64,-70,-63,-51,-57,-60,-67,3.5,3,,,,,,,,,
-65,-65,-62,-55,-49,-63,-62,-57,3.5,3,,,,,,,,,
-57,-65,-73,-63,-51,-59,-74,-82,3.5,3,,,,,,,,,
-63,-64,-61,-55,-46,-63,-58,-63,3.5,3,,,,,,,,,
-62,-63,-76,-58,-50,-57,-67,-69,3.5,3,,,,,,,,,
-60,-65,-75,-63,-49,-56,-73,-70,3.5,3,,,,,,,,,
-61,-63,-63,-59,-46,-63,-66,-61,3.5,3,,,,,,,,,
-63,-62,-78,-58,-50,-58,-65,-56,3.5,3,,,,,,,,,
-63,-61,-72,-58,-46,-58,-68,-67,3.5,3,,,,,,,,,
-57,-61,-64,-63,-46,-64,-63,-62,3.5,3,,,,,,,,,
-62,-64,-62,-65,-49,-62,-65,-57,3.5,3,,,,,,,,,
-57,-58,-73,-62,-48,-58,-78,-57,3.5,3,,,,,,,,,
-62,-63,-63,-59,-46,-58,-60,-71,3.5,3,,,,,,,,,
-62,-63,-63,-55,-49,-58,-74,-71,3.5,3,,,,,,,,,
-62,-62,-62,-55,-46,-58,-74,-65,3.5,3,,,,,,,,,
-62,-63,-62,-55,-46,-63,-74,-72,3.5,3,,,,,,,,,
-62,-63,-63,-55,-46,-58,-73,-57,3.5,3,,,,,,,,,
-63,-63,-62,-55,-46,-58,-63,-57,3.5,3,,,,,,,,,
-62,-63,-88,-57,-49,-63,-74,-73,3.5,3,,,,,,,,,
-57,-63,-72,-64,-49,-55,-67,-57,3.5,3,,,,,,,,,
-62,-62,-87,-57,-46,-58,-74,-73,3.5,3,,,,,,,,,
-57,-62,-71,-57,-50,-58,-62,-56,3.5,3,,,,,,,,,
-62,-65,-62,-62,-49,-58,-75,-75,3.5,3,,,,,,,,,
-57,-62,-72,-57,-49,-63,-60,-73,3.5,3,,,,,,,,,
-62,-63,-65,-64,-49,-58,-74,-63,3.5,3,,,,,,,,,
-62,-62,-85,-55,-46,-58,-61,-56,3.5,3,,,,,,,,,
-62,-63,-62,-63,-49,-58,-63,-75,3.5,3,,,,,,,,,
-63,-62,-90,-55,-49,-63,-63,-63,3.5,3,,,,,,,,,
-63,-63,-62,-63,-49,-58,-63,-63,3.5,3,,,,,,,,,
-60,-64,-65,-57,-54,-58,-61,-73,3.5,3,,,,,,,,,
-62,-64,-88,-56,-49,-58,-62,-64,3.5,3,,,,,,,,,
-62,-63,-72,-55,-46,-62,-72,-57,3.5,3,,,,,,,,,
-57,-64,-62,-57,-48,-58,-60,-82,3.5,3,,,,,,,,,
-56,-64,-62,-65,-54,-58,-61,-80,3.5,3,,,,,,,,,
-62,-64,-62,-57,-52,-58,-61,-57,3.5,3,,,,,,,,,
-57,-64,-62,-65,-54,-62,-62,-79,3.5,3,,,,,,,,,
-63,-63,-71,-57,-46,-58,-73,-57,3.5,3,,,,,,,,,
-62,-63,-63,-57,-46,-58,-73,-57,3.5,3,,,,,,,,,
-57,-64,-63,-65,-54,-63,-61,-79,3.5,3,,,,,,,,,
-62,-63,-62,-64,-46,-58,-73,-57,3.5,3,,,,,,,,,
-57,-64,-62,-65,-51,-58,-62,-79,3.5,3,,,,,,,,,
-62,-63,-74,-59,-44,-63,-67,-75,3.5,3,,,,,,,,,
-62,-62,-78,-59,-50,-58,-61,-78,3.5,3,,,,,,,,,
-62,-62,-72,-57,-52,-63,-62,-64,3.5,3,,,,,,,,,
-63,-64,-61,-61,-46,-57,-77,-69,3.5,3,,,,,,,,,
-58,-64,-85,-60,-50,-58,-60,-75,3.5,3,,,,,,,,,
-65,-62,-76,-57,-48,-58,-61,-87,3.5,3,,,,,,,,,
-65,-65,-80,-57,-54,-55,-61,-73,3.5,3,,,,,,,,,
-66,-63,-62,-59,-48,-63,-67,-58,3.5,3,,,,,,,,,
-61,-62,-77,-57,-46,-58,-75,-75,3.5,3,,,,,,,,,
-64,-62,-62,-63,-46,-64,-70,-57,3.5,3,,,,,,,,,
-63,-65,-81,-57,-49,-56,-59,-56,3.5,3,,,,,,,,,
-64,-66,-79,-60,-54,-56,-60,-74,3.5,3,,,,,,,,,
-66,-67,-81,-60,-54,-57,-62,-64,3.5,3,,,,,,,,,
-56,-62,-62,-59,-46,-57,-61,-91,3.5,3,,,,,,,,,
-64,-66,-76,-61,-51,-62,-64,-64,3.5,3,,,,,,,,,
-63,-63,-72,-58,-48,-58,-62,-81,3.5,3,,,,,,,,,
-63,-66,-77,-60,-49,-62,-74,-57,3.5,3,,,,,,,,,
-55,-64,-62,-59,-46,-57,-72,-57,3.5,3,,,,,,,,,
-57,-64,-75,-58,-51,-58,-63,-63,3.5,3,,,,,,,,,
-68,-63,-62,-61,-48,-61,-79,-60,3.5,3,,,,,,,,,
-56,-63,-63,-59,-50,-63,-61,-79,3.5,3,,,,,,,,,
-64,-66,-77,-59,-46,-64,-79,-56,3.5,3,,,,,,,,,
-56,-63,-64,-57,-51,-58,-71,-56,3.5,3,,,,,,,,,
-57,-64,-62,-58,-51,-59,-70,-56,3.5,3,,,,,,,,,
-56,-63,-62,-60,-49,-59,-75,-57,3.5,3,,,,,,,,,
-56,-65,-78,-59,-49,-59,-60,-74,3.5,3,,,,,,,,,
-65,-67,-62,-61,-49,-57,-60,-75,3.5,3,,,,,,,,,
-64,-62,-76,-59,-51,-57,-59,-63,3.5,3,,,,,,,,,
-62,-62,-73,-62,-46,-62,-65,-64,3.5,3,,,,,,,,,
-57,-65,-74,-58,-46,-59,-75,-57,3.5,3,,,,,,,,,
-64,-67,-76,-61,-52,-60,-60,-75,3.5,3,,,,,,,,,
-64,-62,-77,-61,-51,-58,-60,-71,3.5,3,,,,,,,,,
-62,-62,-72,-61,-45,-63,-60,-64,3.5,3,,,,,,,,,
-62,-62,-79,-61,-48,-57,-60,-72,3.5,3,,,,,,,,,
-62,-62,-71,-58,-46,-63,-62,-64,3.5,3,,,,,,,,,
-57,-63,-72,-59,-54,-58,-78,-57,3.5,3,,,,,,,,,
-57,-66,-62,-61,-48,-59,-61,-57,3.5,3,,,,,,,,,
-63,-62,-76,-59,-46,-62,-62,-71,3.5,3,,,,,,,,,
-65,-63,-73,-58,-54,-58,-76,-57,3.5,3,,,,,,,,,
-63,-62,-78,-61,-48,-57,-60,-71,3.5,3,,,,,,,,,
-63,-62,-73,-59,-46,-63,-65,-64,3.5,3,,,,,,,,,
-57,-66,-62,-58,-48,-57,-60,-57,3.5,3,,,,,,,,,
-64,-63,-73,-59,-54,-63,-66,-63,3.5,3,,,,,,,,,
-62,-63,-62,-56,-51,-58,-76,-72,3.5,3,,,,,,,,,
-62,-65,-73,-59,-51,-63,-76,-64,3.5,3,,,,,,,,,
-64,-63,-77,-62,-48,-57,-65,-72,3.5,3,,,,,,,,,
-56,-65,-62,-59,-52,-58,-60,-64,3.5,3,,,,,,,,,
-64,-63,-77,-61,-46,-58,-60,-56,3.5,3,,,,,,,,,
-62,-63,-74,-60,-51,-59,-70,-75,3.5,3,,,,,,,,,
-65,-65,-62,-59,-52,-58,-77,-75,3.5,3,,,,,,,,,
-66,-64,-75,-61,-48,-57,-61,-62,3.5,3,,,,,,,,,
-62,-63,-72,-59,-46,-63,-67,-57,3.5,3,,,,,,,,,
-56,-65,-59,-59,-51,-59,-77,-76,3.5,3,,,,,,,,,
-65,-63,-76,-62,-48,-57,-60,-75,3.5,3,,,,,,,,,
-66,-63,-73,-61,-45,-57,-69,-62,3.5,3,,,,,,,,,
-62,-65,-62,-59,-49,-63,-64,-61,3.5,3,,,,,,,,,
-65,-63,-76,-59,-45,-57,-64,-56,3.5,3,,,,,,,,,
-62,-63,-73,-64,-51,-64,-64,-57,3.5,3,,,,,,,,,
-57,-65,-62,-64,-51,-58,-74,-74,3.5,3,,,,,,,,,
-66,-63,-62,-58,-48,-57,-63,-60,3.5,3,,,,,,,,,
-62,-64,-72,-62,-49,-64,-75,-61,3.5,3,,,,,,,,,
-56,-65,-72,-60,-46,-64,-75,-56,3.5,3,,,,,,,,,
-56,-65,-62,-60,-48,-58,-60,-61,3.5,3,,,,,,,,,
-62,-64,-76,-61,-46,-57,-62,-58,3.5,3,,,,,,,,,
-56,-65,-72,-60,-49,-62,-60,-70,3.5,3,,,,,,,,,
-62,-64,-73,-58,-51,-59,-65,-64,3.5,3,,,,,,,,,
-62,-63,-72,-62,-46,-57,-64,-57,3.5,3,,,,,,,,,
-56,-66,-72,-60,-49,-63,-80,-77,3.5,3,,,,,,,,,
-65,-63,-75,-60,-49,-57,-76,-69,3.5,3,,,,,,,,,
-62,-62,-61,-58,-48,-57,-58,-72,3.5,3,,,,,,,,,
-64,-63,-62,-58,-46,-57,-67,-63,3.5,3,,,,,,,,,
-64,-66,-76,-60,-46,-58,-63,-57,3.5,3,,,,,,,,,
-65,-63,-72,-60,-46,-63,-75,-72,3.5,3,,,,,,,,,
-62,-63,-64,-58,-51,-57,-57,-63,3.5,3,,,,,,,,,
-60,-66,-76,-64,-48,-58,-62,-57,3.5,3,,,,,,,,,
-62,-63,-72,-58,-54,-63,-77,-70,3.5,3,,,,,,,,,
-56,-63,-62,-62,-48,-58,-58,-63,3.5,3,,,,,,,,,
-56,-66,-76,-60,-46,-64,-77,-70,3.5,3,,,,,,,,,
-62,-63,-62,-58,-48,-57,-58,-63,3.5,3,,,,,,,,,
-57,-66,-77,-62,-52,-57,-58,-63,3.5,3,,,,,,,,,
-64,-66,-75,-60,-48,-58,-63,-57,3.5,3,,,,,,,,,
-65,-62,-73,-61,-46,-58,-77,-71,3.5,3,,,,,,,,,
-63,-64,-61,-58,-46,-63,-58,-71,3.5,3,,,,,,,,,
-62,-64,-61,-64,-50,-57,-65,-63,3.5,3,,,,,,,,,
-57,-66,-74,-60,-46,-58,-78,-57,3.5,3,,,,,,,,,
-62,-63,-72,-58,-55,-57,-76,-72,3.5,3,,,,,,,,,
-66,-63,-72,-60,-46,-63,-76,-57,3.5,3,,,,,,,,,
-66,-63,-62,-58,-51,-57,-58,-57,3.5,3,,,,,,,,,
-62,-63,-63,-61,-54,-57,-58,-72,3.5,3,,,,,,,,,
-63,-63,-75,-60,-51,-58,-58,-63,3.5,3,,,,,,,,,
-57,-66,-76,-60,-48,-57,-63,-56,3.5,3,,,,,,,,,
-64,-63,-62,-62,-49,-57,-61,-74,3.5,3,,,,,,,,,
-56,-65,-75,-60,-48,-57,-62,-62,3.5,3,,,,,,,,,
-56,-63,-73,-59,-46,-57,-86,-56,3.5,3,,,,,,,,,
-62,-63,-61,-58,-50,-57,-59,-73,3.5,3,,,,,,,,,
-56,-66,-74,-59,-48,-57,-81,-62,3.5,3,,,,,,,,,
-67,-63,-72,-61,-48,-56,-65,-63,3.5,3,,,,,,,,,
-66,-63,-73,-59,-55,-63,-60,-75,3.5,3,,,,,,,,,
-57,-66,-74,-62,-51,-58,-66,-64,3.5,3,,,,,,,,,
-65,-62,-72,-58,-46,-57,-60,-57,3.5,3,,,,,,,,,
-57,-66,-61,-58,-52,-63,-60,-57,3.5,3,,,,,,,,,
-61,-64,-74,-61,-46,-58,-82,-58,3.5,3,,,,,,,,,
-61,-64,-73,-60,-49,-58,-74,-63,3.5,3,,,,,,,,,
-62,-64,-70,-60,-49,-56,-78,-62,3.5,3,,,,,,,,,
-62,-62,-73,-61,-46,-63,-60,-57,3.5,3,,,,,,,,,
-57,-65,-62,-61,-48,-58,-65,-73,3.5,3,,,,,,,,,
-57,-62,-74,-62,-46,-56,-76,-57,3.5,3,,,,,,,,,
-62,-63,-73,-61,-46,-59,-64,-75,3.5,3,,,,,,,,,
-67,-63,-73,-60,-46,-63,-53,-56,3.5,3,,,,,,,,,
-56,-65,-62,-61,-52,-58,-65,-63,3.5,3,,,,,,,,,
-67,-65,-74,-57,-46,-64,-60,-56,3.5,3,,,,,,,,,
-56,-63,-62,-61,-50,-58,-63,-75,3.5,3,,,,,,,,,
-65,-66,-75,-57,-48,-63,-79,-62,3.5,3,,,,,,,,,
-62,-63,-62,-60,-48,-59,-63,-75,3.5,3,,,,,,,,,
-56,-66,-61,-60,-52,-57,-64,-73,3.5,3,,,,,,,,,
-62,-63,-74,-58,-52,-64,-79,-56,3.5,3,,,,,,,,,
-62,-62,-75,-61,-49,-64,-62,-63,3.5,3,,,,,,,,,
-63,-64,-72,-61,-52,-63,-69,-56,3.5,3,,,,,,,,,
-62,-62,-75,-57,-46,-59,-67,-63,3.5,3,,,,,,,,,
-63,-64,-61,-57,-46,-56,-87,-56,3.5,3,,,,,,,,,
-62,-62,-61,-61,-51,-56,-62,-63,3.5,3,,,,,,,,,
-64,-62,-79,-59,-45,-58,-61,-75,3.5,3,,,,,,,,,
-56,-62,-62,-60,-54,-57,-85,-63,3.5,3,,,,,,,,,
-65,-63,-81,-57,-48,-56,-86,-55,3.5,3,,,,,,,,,
-62,-65,-72,-60,-48,-57,-61,-56,3.5,3,,,,,,,,,
-62,-65,-71,-62,-46,-63,-64,-76,3.5,3,,,,,,,,,
-66,-65,-62,-58,-49,-56,-61,-57,3.5,3,,,,,,,,,
-62,-66,-73,-64,-48,-59,-63,-62,3.5,3,,,,,,,,,
-68,-63,-62,-60,-49,-57,-61,-57,3.5,3,,,,,,,,,
-62,-66,-71,-64,-51,-63,-63,-77,3.5,3,,,,,,,,,
-62,-65,-72,-64,-46,-56,-78,-62,3.5,3,,,,,,,,,
-57,-63,-62,-60,-49,-63,-61,-56,3.5,3,,,,,,,,,
-60,-66,-71,-63,-49,-58,-63,-62,3.5,3,,,,,,,,,
-56,-63,-71,-61,-44,-59,-62,-80,3.5,3,,,,,,,,,
-62,-60,-71,-64,-46,-57,-74,-56,3.5,3,,,,,,,,,
-69,-63,-73,-61,-48,-63,-69,-62,3.5,3,,,,,,,,,
-61,-66,-70,-65,-49,-58,-63,-80,3.5,3,,,,,,,,,
-61,-65,-72,-60,-49,-59,-65,-62,3.5,3,,,,,,,,,
-61,-66,-71,-60,-51,-58,-62,-62,3.5,3,,,,,,,,,
-61,-65,-70,-64,-46,-58,-63,-63,3.5,3,,,,,,,,,
-61,-65,-70,-63,-46,-58,-63,-57,3.5,3,,,,,,,,,
-56,-64,-61,-58,-54,-64,-73,-84,3.5,3,,,,,,,,,
-67,-66,-72,-65,-51,-58,-67,-64,3.5,3,,,,,,,,,
-57,-65,-62,-58,-55,-64,-60,-81,3.5,3,,,,,,,,,
-67,-66,-72,-58,-46,-58,-62,-64,3.5,3,,,,,,,,,
-61,-67,-62,-58,-46,-57,-77,-58,3.5,3,,,,,,,,,
-57,-64,-61,-58,-50,-66,-81,-58,3.5,3,,,,,,,,,
-71,-66,-80,-60,-49,-65,-61,-81,3.5,3,,,,,,,,,
-62,-67,-81,-60,-49,-63,-63,-82,3.5,3,,,,,,,,,
-57,-66,-80,-57,-49,-64,-63,-57,3.5,3,,,,,,,,,
-62,-67,-62,-64,-50,-57,-62,-63,3.5,3,,,,,,,,,
-68,-64,-61,-58,-55,-64,-61,-62,3.5,3,,,,,,,,,
-69,-64,-62,-64,-45,-56,-61,-62,3.5,3,,,,,,,,,
-68,-64,-62,-59,-46,-56,-62,-62,3.5,3,,,,,,,,,
-61,-64,-62,-64,-46,-56,-63,-62,3.5,3,,,,,,,,,
-62,-65,-78,-65,-48,-64,-75,-58,3.5,3,,,,,,,,,
-57,-66,-77,-58,-48,-59,-75,-80,3.5,3,,,,,,,,,
-57,-65,-77,-58,-49,-64,-61,-77,3.5,3,,,,,,,,,
-69,-63,-73,-57,-46,-59,-60,-62,3.5,3,,,,,,,,,
-71,-63,-77,-65,-51,-64,-63,-57,3.5,3,,,,,,,,,
-70,-67,-64,-51,-46,-55,-60,-66,3.5,2.5,,,,,,,,,
-59,-64,-60,-57,-46,-57,-63,-62,3.5,2.5,,,,,,,,,
-63,-64,-61,-57,-50,-53,-61,-68,3.5,2.5,,,,,,,,,
-65,-65,-61,-58,-50,-53,-63,-63,3.5,2.5,,,,,,,,,
-63,-64,-60,-54,-46,-52,-54,-64,3.5,2.5,,,,,,,,,
-67,-64,-67,-52,-48,-55,-58,-68,3.5,2.5,,,,,,,,,
-58,-69,-63,-51,-49,-54,-57,-71,3.5,2.5,,,,,,,,,
-58,-68,-61,-56,-46,-57,-55,-64,3.5,2.5,,,,,,,,,
-68,-66,-63,-54,-50,-52,-57,-71,3.5,2.5,,,,,,,,,
-58,-64,-60,-56,-45,-55,-63,-66,3.5,2.5,,,,,,,,,
-58,-66,-67,-56,-50,-57,-57,-70,3.5,2.5,,,,,,,,,
-67,-68,-64,-52,-51,-55,-57,-71,3.5,2.5,,,,,,,,,
-67,-67,-64,-52,-46,-55,-63,-66,3.5,2.5,,,,,,,,,
-58,-66,-68,-54,-50,-52,-55,-64,3.5,2.5,,,,,,,,,
-67,-67,-64,-52,-45,-57,-64,-72,3.5,2.5,,,,,,,,,
-58,-65,-60,-55,-51,-60,-54,-65,3.5,2.5,,,,,,,,,
-66,-64,-72,-55,-44,-52,-54,-63,3.5,2.5,,,,,,,,,
-74,-68,-65,-54,-46,-53,-59,-78,3.5,2.5,,,,,,,,,
-58,-66,-61,-56,-51,-57,-61,-64,3.5,2.5,,,,,,,,,
-59,-69,-61,-56,-46,-54,-61,-63,3.5,2.5,,,,,,,,,
